Pos,Dir,Team,P,W,D,L,GF,GA,DIFF,Points,Season
11,-1,VFL Edinburgh,5,1,1,3,5,8,-3,4,Season 61500
13,1,VFL Athens,5,1,1,3,3,7,-4,4,Season 61500
14,-1,VFL Brussels,5,1,1,3,5,13,-8,4,Season 61500
15,1,VFL Paris,5,0,3,2,4,10,-6,3,Season 61500
15,1,VFL Stockholm,5,1,0,4,4,10,-6,3,Season 61500
1,0,VFL Oslo,6,5,0,1,20,6,14,15,Season 61500
2,-1,VFL Rome,6,4,1,1,10,6,4,13,Season 61500
3,1,VFL Lisbon,6,4,1,1,9,5,4,13,Season 61500
4,-1,VFL Berlin,6,3,2,1,10,5,5,11,Season 61500
5,1,VFL Madrid,6,3,1,2,12,5,7,10,Season 61500
6,1,VFL London,6,3,1,2,12,8,4,10,Season 61500
7,1,VFL Amsterdam,6,3,1,2,4,4,0,10,Season 61500
8,-1,VFL Ankara,6,2,1,3,7,9,-2,7,Season 61500
9,-1,VFL Athens,6,2,1,3,5,8,-3,7,Season 61500
10,-1,VFL Brussels,6,2,1,3,7,14,-7,7,Season 61500
11,1,VFL Vienna,6,2,1,3,5,12,-7,7,Season 61500
12,1,VFL Bern,6,2,0,4,6,7,-1,6,Season 61500
13,1,VFL Copenhagen,6,1,3,2,3,4,-1,6,Season 61500
14,-1,VFL Stockholm,6,2,0,4,6,11,-5,6,Season 61500
15,1,VFL Edinburgh,6,1,1,4,6,11,-5,4,Season 61500
16,1,VFL Paris,6,0,3,3,5,12,-7,3,Season 61500
1,0,VFL Oslo,7,5,1,1,21,7,14,16,Season 61500
2,-1,VFL Lisbon,7,5,1,1,10,5,5,16,Season 61500
3,1,VFL Rome,7,4,2,1,11,7,4,14,Season 61500
4,-1,VFL London,7,4,1,2,13,8,5,13,Season 61500
5,1,VFL Berlin,7,3,3,1,10,5,5,12,Season 61500
6,1,VFL Madrid,7,3,2,2,12,5,7,11,Season 61500
7,-1,VFL Athens,7,3,1,3,9,8,1,10,Season 61500
8,1,VFL Amsterdam,7,3,1,3,4,5,-1,10,Season 61500
9,-1,VFL Brussels,7,3,1,3,9,14,-5,10,Season 61500
10,-1,VFL Bern,7,3,0,4,7,7,0,9,Season 61500
11,1,VFL Ankara,7,2,1,4,7,10,-3,7,Season 61500
12,1,VFL Vienna,7,2,1,4,5,14,-9,7,Season 61500
13,0,VFL Copenhagen,7,1,3,3,3,5,-2,6,Season 61500
14,-1,VFL Paris,7,1,3,3,9,12,-3,6,Season 61500
15,1,VFL Stockholm,7,2,0,5,6,15,-9,6,Season 61500
16,1,VFL Edinburgh,7,1,1,5,6,15,-9,4,Season 61500
1,0,VFL Oslo,8,5,1,2,21,8,13,16,Season 61500
2,-1,VFL London,8,5,1,2,14,8,6,16,Season 61500
3,1,VFL Lisbon,8,5,1,2,10,8,2,16,Season 61500
4,-1,VFL Madrid,8,4,2,2,15,5,10,14,Season 61500
5,1,VFL Rome,8,4,2,2,12,11,1,14,Season 61500
6,-1,VFL Athens,8,4,1,3,10,8,2,13,Season 61500
7,-1,VFL Brussels,8,4,1,3,10,14,-4,13,Season 61500
8,1,VFL Berlin,8,3,3,2,10,6,4,12,Season 61500
9,1,VFL Amsterdam,8,3,1,4,4,6,-2,10,Season 61500
10,-1,VFL Vienna,8,3,1,4,7,15,-8,10,Season 61500
11,1,VFL Bern,8,3,0,5,8,9,-1,9,Season 61500
12,-1,VFL Copenhagen,8,2,3,3,4,5,-1,9,Season 61500
13,-1,VFL Stockholm,8,3,0,5,8,16,-8,9,Season 61500
14,1,VFL Ankara,8,2,1,5,8,12,-4,7,Season 61500
15,-1,VFL Edinburgh,8,2,1,5,10,16,-6,7,Season 61500
16,1,VFL Paris,8,1,3,4,9,13,-4,6,Season 61500
1,0,VFL Oslo,9,6,1,2,24,9,15,19,Season 61500
2,0,VFL London,9,6,1,2,15,8,7,19,Season 61500
3,-1,VFL Rome,9,5,2,2,15,12,3,17,Season 61500
4,1,VFL Lisbon,9,5,2,2,11,9,2,17,Season 61500
5,-1,VFL Brussels,9,5,1,3,11,14,-3,16,Season 61500
6,1,VFL Madrid,9,4,2,3,15,6,9,14,Season 61500
7,-1,VFL Berlin,9,3,4,2,11,7,4,13,Season 61500
8,1,VFL Athens,9,4,1,4,11,11,0,13,Season 61500
9,-1,VFL Bern,9,4,0,5,10,10,0,12,Season 61500
10,-1,VFL Stockholm,9,4,0,5,9,16,-7,12,Season 61500
11,1,VFL Amsterdam,9,3,2,4,5,7,-2,11,Season 61500
12,1,VFL Vienna,9,3,1,5,7,16,-9,10,Season 61500
13,1,VFL Copenhagen,9,2,3,4,5,7,-2,9,Season 61500
14,-1,VFL Paris,9,1,4,4,10,14,-4,7,Season 61500
15,1,VFL Ankara,9,2,1,6,9,15,-6,7,Season 61500
16,1,VFL Edinburgh,9,2,1,6,10,17,-7,7,Season 61500
1,-1,VFL London,10,7,1,2,16,8,8,22,Season 61500
2,1,VFL Oslo,10,6,2,2,24,9,15,20,Season 61500
3,-1,VFL Brussels,10,6,1,3,12,14,-2,19,Season 61500
4,0,VFL Lisbon,10,5,3,2,13,11,2,18,Season 61500
5,1,VFL Rome,10,5,2,3,15,13,2,17,Season 61500
6,0,VFL Madrid,10,4,3,3,17,8,9,15,Season 61500
7,-1,VFL Athens,10,4,2,4,13,13,0,14,Season 61500
8,-1,VFL Amsterdam,10,4,2,4,7,8,-1,14,Season 61500
9,1,VFL Berlin,10,3,4,3,11,8,3,13,Season 61500
10,0,VFL Stockholm,10,4,1,5,9,16,-7,13,Season 61500
11,-1,VFL Vienna,10,4,1,5,8,16,-8,13,Season 61500
12,1,VFL Bern,10,4,0,6,11,12,-1,12,Season 61500
13,-1,VFL Edinburgh,10,3,1,6,11,17,-6,10,Season 61500
14,1,VFL Copenhagen,10,2,3,5,5,8,-3,9,Season 61500
15,1,VFL Paris,10,1,5,4,12,16,-4,8,Season 61500
16,1,VFL Ankara,10,2,1,7,9,16,-7,7,Season 61500
1,0,VFL London,11,7,2,2,17,9,8,23,Season 61500
2,-1,VFL Brussels,11,7,1,3,16,16,0,22,Season 61500
3,1,VFL Oslo,11,6,3,2,25,10,15,21,Season 61500
4,-1,VFL Rome,11,6,2,3,18,15,3,20,Season 61500
5,1,VFL Lisbon,11,5,4,2,14,12,2,19,Season 61500
6,0,VFL Madrid,11,5,3,3,21,8,13,18,Season 61500
7,-1,VFL Stockholm,11,5,1,5,11,16,-5,16,Season 61500
8,-1,VFL Vienna,11,5,1,5,10,17,-7,16,Season 61500
9,1,VFL Athens,11,4,2,5,15,17,-2,14,Season 61500
10,1,VFL Amsterdam,11,4,2,5,8,10,-2,14,Season 61500
11,1,VFL Berlin,11,3,4,4,12,10,2,13,Season 61500
12,0,VFL Bern,11,4,0,7,11,16,-5,12,Season 61500
13,-1,VFL Paris,11,2,5,4,14,17,-3,11,Season 61500
14,0,VFL Copenhagen,11,2,4,5,6,9,-3,10,Season 61500
15,1,VFL Edinburgh,11,3,1,7,11,19,-8,10,Season 61500
16,0,VFL Ankara,11,2,1,8,11,19,-8,7,Season 61500
1,0,VFL London,12,7,2,3,17,11,6,23,Season 61500
2,0,VFL Brussels,12,7,2,3,17,17,0,23,Season 61500
3,-1,VFL Lisbon,12,6,4,2,18,12,6,22,Season 61500
4,-1,VFL Madrid,12,6,3,3,25,8,17,21,Season 61500
5,1,VFL Oslo,12,6,3,3,25,11,14,21,Season 61500
6,1,VFL Rome,12,6,2,4,18,16,2,20,Season 61500
7,0,VFL Stockholm,12,6,1,5,12,16,-4,19,Season 61500
8,-1,VFL Athens,12,5,2,5,17,17,0,17,Season 61500
9,-1,VFL Amsterdam,12,5,2,5,9,10,-1,17,Season 61500
10,-1,VFL Berlin,12,4,4,4,14,10,4,16,Season 61500
11,1,VFL Vienna,12,5,1,6,10,21,-11,16,Season 61500
12,-1,VFL Copenhagen,12,3,4,5,8,9,-1,13,Season 61500
13,1,VFL Bern,12,4,0,8,11,18,-7,12,Season 61500
14,1,VFL Paris,12,2,5,5,14,21,-7,11,Season 61500
15,0,VFL Edinburgh,12,3,1,8,11,21,-10,10,Season 61500
16,0,VFL Ankara,12,2,2,8,12,20,-8,8,Season 61500
1,-1,VFL Brussels,13,8,2,3,19,18,1,26,Season 61500
2,1,VFL London,13,7,3,3,20,14,6,24,Season 61500
3,0,VFL Lisbon,13,6,5,2,18,12,6,23,Season 61500
4,0,VFL Madrid,13,6,4,3,26,9,17,22,Season 61500
5,0,VFL Oslo,13,6,4,3,26,12,14,22,Season 61500
6,0,VFL Rome,13,6,3,4,19,17,2,21,Season 61500
7,-1,VFL Athens,13,6,2,5,19,17,2,20,Season 61500
8,-1,VFL Amsterdam,13,6,2,5,10,10,0,20,Season 61500
9,-1,VFL Berlin,13,5,4,4,16,10,6,19,Season 61500
10,1,VFL Stockholm,13,6,1,6,13,18,-5,19,Season 61500
11,0,VFL Vienna,13,5,1,7,10,23,-13,16,Season 61500
12,0,VFL Copenhagen,13,3,5,5,9,10,-1,14,Season 61500
13,0,VFL Bern,13,4,1,8,11,18,-7,13,Season 61500
14,0,VFL Paris,13,2,6,5,17,24,-7,12,Season 61500
15,0,VFL Edinburgh,13,3,1,9,11,22,-11,10,Season 61500
16,0,VFL Ankara,13,2,2,9,12,22,-10,8,Season 61500
1,0,VFL Brussels,14,8,3,3,19,18,1,27,Season 61500
2,-1,VFL Lisbon,14,7,5,2,19,12,7,26,Season 61500
3,-1,VFL Madrid,14,7,4,3,28,10,18,25,Season 61500
4,1,VFL London,14,7,4,3,20,14,6,25,Season 61500
5,-1,VFL Athens,14,7,2,5,21,17,4,23,Season 61500
6,1,VFL Oslo,14,6,4,4,27,16,11,22,Season 61500
7,-1,VFL Berlin,14,6,4,4,20,11,9,22,Season 61500
8,1,VFL Rome,14,6,4,4,19,17,2,22,Season 61500
9,-1,VFL Stockholm,14,7,1,6,16,18,-2,22,Season 61500
10,1,VFL Amsterdam,14,6,3,5,10,10,0,21,Season 61500
11,0,VFL Vienna,14,5,1,8,10,24,-14,16,Season 61500
12,0,VFL Copenhagen,14,3,6,5,9,10,-1,15,Season 61500
13,0,VFL Bern,14,4,2,8,11,18,-7,14,Season 61500
14,0,VFL Paris,14,2,6,6,17,26,-9,12,Season 61500
15,0,VFL Edinburgh,14,3,1,10,12,24,-12,10,Season 61500
16,0,VFL Ankara,14,2,2,10,12,25,-13,8,Season 61500
1,-1,VFL Lisbon,15,8,5,2,20,12,8,29,Season 61500
2,-1,VFL London,15,8,4,3,21,14,7,28,Season 61500
3,1,VFL Brussels,15,8,4,3,20,19,1,28,Season 61500
4,-1,VFL Athens,15,8,2,5,23,18,5,26,Season 61500
5,1,VFL Madrid,15,7,4,4,29,14,15,25,Season 61500
6,-1,VFL Berlin,15,7,4,4,21,11,10,25,Season 61500
7,-1,VFL Rome,15,7,4,4,23,18,5,25,Season 61500
8,1,VFL Oslo,15,6,4,5,27,17,10,22,Season 61500
9,-1,VFL Amsterdam,15,6,4,5,11,11,0,22,Season 61500
10,1,VFL Stockholm,15,7,1,7,17,20,-3,22,Season 61500
11,-1,VFL Copenhagen,15,4,6,5,13,10,3,18,Season 61500
12,1,VFL Vienna,15,5,1,9,10,25,-15,16,Season 61500
13,-1,VFL Paris,15,3,6,6,19,27,-8,15,Season 61500
14,1,VFL Bern,15,4,2,9,12,20,-8,14,Season 61500
15,0,VFL Edinburgh,15,3,1,11,12,25,-13,10,Season 61500
16,0,VFL Ankara,15,2,2,11,12,29,-17,8,Season 61500
1,0,VFL Lisbon,16,8,6,2,21,13,8,30,Season 61500
2,-1,VFL Madrid,16,8,4,4,33,14,19,28,Season 61500
3,-1,VFL Berlin,16,8,4,4,25,11,14,28,Season 61500
4,1,VFL London,16,8,4,4,21,15,6,28,Season 61500
5,1,VFL Brussels,16,8,4,4,20,23,-3,28,Season 61500
6,1,VFL Athens,16,8,3,5,25,20,5,27,Season 61500
7,-1,VFL Oslo,16,7,4,5,28,17,11,25,Season 61500
8,1,VFL Rome,16,7,4,5,23,22,1,25,Season 61500
9,0,VFL Amsterdam,16,6,5,5,13,13,0,23,Season 61500
10,0,VFL Stockholm,16,7,2,7,17,20,-3,23,Season 61500
11,0,VFL Copenhagen,16,4,7,5,13,10,3,19,Season 61500
12,0,VFL Vienna,16,6,1,9,11,25,-14,19,Season 61500
13,-1,VFL Bern,16,4,3,9,14,22,-8,15,Season 61500
14,1,VFL Paris,16,3,6,7,19,28,-9,15,Season 61500
15,0,VFL Edinburgh,16,3,2,11,13,26,-13,11,Season 61500
16,0,VFL Ankara,16,2,3,11,14,31,-17,9,Season 61500
1,-1,VFL Madrid,17,9,4,4,37,14,23,31,Season 61500
2,-1,VFL Berlin,17,9,4,4,28,11,17,31,Season 61500
3,1,VFL Lisbon,17,8,6,3,22,15,7,30,Season 61500
4,-1,VFL Oslo,17,8,4,5,33,17,16,28,Season 61500
5,1,VFL London,17,8,4,5,22,17,5,28,Season 61500
6,-1,VFL Rome,17,8,4,5,25,23,2,28,Season 61500
7,1,VFL Brussels,17,8,4,5,20,26,-6,28,Season 61500
8,1,VFL Athens,17,8,3,6,26,22,4,27,Season 61500
9,-1,VFL Stockholm,17,8,2,7,19,20,-1,26,Season 61500
10,1,VFL Amsterdam,17,6,5,6,13,15,-2,23,Season 61500
11,0,VFL Copenhagen,17,5,7,5,15,11,4,22,Season 61500
12,0,VFL Vienna,17,6,1,10,12,27,-15,19,Season 61500
13,0,VFL Bern,17,5,3,9,16,23,-7,18,Season 61500
14,0,VFL Paris,17,3,6,8,19,33,-14,15,Season 61500
15,0,VFL Edinburgh,17,4,2,11,15,27,-12,14,Season 61500
16,0,VFL Ankara,17,2,3,12,14,35,-21,9,Season 61500
1,0,VFL Madrid,18,10,4,4,40,16,24,34,Season 61500
2,-1,VFL Lisbon,18,9,6,3,23,15,8,33,Season 61500
3,1,VFL Berlin,18,9,5,4,28,11,17,32,Season 61500
4,0,VFL Oslo,18,9,4,5,35,18,17,31,Season 61500
5,-1,VFL Rome,18,9,4,5,28,23,5,31,Season 61500
6,-1,VFL Athens,18,9,3,6,29,23,6,30,Season 61500
7,1,VFL London,18,8,4,6,22,20,2,28,Season 61500
8,1,VFL Brussels,18,8,4,6,20,27,-7,28,Season 61500
9,-1,VFL Amsterdam,18,7,5,6,16,16,0,26,Season 61500
10,1,VFL Stockholm,18,8,2,8,21,23,-2,26,Season 61500
11,0,VFL Copenhagen,18,5,7,6,16,14,2,22,Season 61500
12,0,VFL Vienna,18,6,1,11,13,30,-17,19,Season 61500
13,0,VFL Bern,18,5,3,10,17,25,-8,18,Season 61500
14,0,VFL Paris,18,4,6,8,21,34,-13,18,Season 61500
15,0,VFL Edinburgh,18,4,2,12,16,29,-13,14,Season 61500
16,0,VFL Ankara,18,2,4,12,14,35,-21,10,Season 61500
1,-1,VFL Madrid,20,11,5,4,41,16,25,38,Season 61500
2,-1,VFL Berlin,20,11,5,4,33,13,20,38,Season 61500
3,1,VFL Lisbon,20,10,7,3,28,17,11,37,Season 61500
4,0,VFL Oslo,20,10,4,6,36,19,17,34,Season 61500
5,0,VFL Rome,20,10,4,6,30,24,6,34,Season 61500
6,-1,VFL Athens,20,10,3,7,30,27,3,33,Season 61500
7,1,VFL Brussels,20,9,4,7,21,28,-7,31,Season 61500
8,0,VFL Amsterdam,20,8,5,7,20,17,3,29,Season 61500
9,0,VFL London,20,8,4,8,23,23,0,28,Season 61500
10,0,VFL Stockholm,20,8,3,9,24,28,-4,27,Season 61500
11,0,VFL Copenhagen,20,5,8,7,17,16,1,23,Season 61500
12,0,VFL Bern,20,6,4,10,18,25,-7,22,Season 61500
13,-1,VFL Paris,20,5,6,9,22,36,-14,21,Season 61500
14,1,VFL Vienna,20,6,1,13,15,34,-19,19,Season 61500
15,0,VFL Edinburgh,20,5,3,12,19,31,-12,18,Season 61500
16,0,VFL Ankara,20,3,4,13,16,39,-23,13,Season 61500
1,0,VFL Madrid,21,12,5,4,45,16,29,41,Season 61500
2,-1,VFL Lisbon,21,11,7,3,30,18,12,40,Season 61500
3,1,VFL Berlin,21,11,5,5,35,16,19,38,Season 61500
4,0,VFL Oslo,21,11,4,6,40,20,20,37,Season 61500
5,0,VFL Rome,21,11,4,6,31,24,7,37,Season 61500
6,-1,VFL Brussels,21,10,4,7,23,29,-6,34,Season 61500
7,1,VFL Athens,21,10,3,8,30,31,-1,33,Season 61500
8,0,VFL Amsterdam,21,9,5,7,23,19,4,32,Season 61500
9,0,VFL London,21,9,4,8,26,24,2,31,Season 61500
10,0,VFL Stockholm,21,8,3,10,25,31,-6,27,Season 61500
11,0,VFL Copenhagen,21,5,8,8,18,18,0,23,Season 61500
12,0,VFL Bern,21,6,4,11,19,27,-8,22,Season 61500
13,0,VFL Paris,21,5,7,9,24,38,-14,22,Season 61500
14,0,VFL Vienna,21,6,1,14,15,35,-20,19,Season 61500
15,0,VFL Edinburgh,21,5,3,13,20,35,-15,18,Season 61500
16,0,VFL Ankara,21,3,5,13,18,41,-23,14,Season 61500
1,0,VFL Madrid,22,13,5,4,49,17,32,44,Season 61500
2,0,VFL Lisbon,22,11,7,4,30,21,9,40,Season 61500
3,-1,VFL Rome,22,12,4,6,33,25,8,40,Season 61500
4,1,VFL Berlin,22,11,5,6,36,20,16,38,Season 61500
5,1,VFL Oslo,22,11,4,7,41,22,19,37,Season 61500
6,-1,VFL Athens,22,11,3,8,32,32,0,36,Season 61500
7,-1,VFL Amsterdam,22,10,5,7,26,19,7,35,Season 61500
8,-1,VFL London,22,10,4,8,27,24,3,34,Season 61500
9,1,VFL Brussels,22,10,4,8,23,32,-9,34,Season 61500
10,0,VFL Stockholm,22,8,3,11,25,32,-7,27,Season 61500
11,-1,VFL Paris,22,6,7,9,25,38,-13,25,Season 61500
12,1,VFL Copenhagen,22,5,8,9,18,19,-1,23,Season 61500
13,1,VFL Bern,22,6,4,12,19,29,-10,22,Season 61500
14,0,VFL Vienna,22,7,1,14,18,35,-17,22,Season 61500
15,0,VFL Edinburgh,22,5,3,14,21,37,-16,18,Season 61500
16,0,VFL Ankara,22,4,5,13,20,41,-21,17,Season 61500
1,0,VFL Madrid,23,14,5,4,50,17,33,47,Season 61500
2,-1,VFL Rome,23,13,4,6,39,25,14,43,Season 61500
3,-1,VFL Oslo,23,12,4,7,43,23,20,40,Season 61500
4,1,VFL Lisbon,23,11,7,5,30,22,8,40,Season 61500
5,-1,VFL Athens,23,12,3,8,34,32,2,39,Season 61500
6,1,VFL Berlin,23,11,5,7,36,22,14,38,Season 61500
7,0,VFL Amsterdam,23,11,5,7,27,19,8,38,Season 61500
8,0,VFL London,23,10,4,9,27,25,2,34,Season 61500
9,0,VFL Brussels,23,10,4,9,24,34,-10,34,Season 61500
10,0,VFL Stockholm,23,9,3,11,27,32,-5,30,Season 61500
11,0,VFL Paris,23,7,7,9,28,38,-10,28,Season 61500
12,0,VFL Copenhagen,23,5,8,10,18,22,-4,23,Season 61500
13,-1,VFL Vienna,23,7,2,14,18,35,-17,23,Season 61500
14,1,VFL Bern,23,6,4,13,19,31,-12,22,Season 61500
15,-1,VFL Ankara,23,4,6,13,20,41,-21,18,Season 61500
16,1,VFL Edinburgh,23,5,3,15,21,43,-22,18,Season 61500
1,0,VFL Madrid,24,14,6,4,52,19,33,48,Season 61500
2,0,VFL Rome,24,14,4,6,40,25,15,46,Season 61500
3,0,VFL Oslo,24,13,4,7,46,25,21,43,Season 61500
4,-1,VFL Amsterdam,24,12,5,7,29,20,9,41,Season 61500
5,1,VFL Lisbon,24,11,8,5,32,24,8,41,Season 61500
6,0,VFL Berlin,24,11,6,7,38,24,14,39,Season 61500
7,1,VFL Athens,24,12,3,9,34,33,1,39,Season 61500
8,-1,VFL Brussels,24,11,4,9,26,34,-8,37,Season 61500
9,1,VFL London,24,10,5,9,29,27,2,35,Season 61500
10,0,VFL Stockholm,24,10,3,11,29,32,-3,33,Season 61500
11,0,VFL Paris,24,7,7,10,29,40,-11,28,Season 61500
12,0,VFL Copenhagen,24,5,9,10,20,24,-4,24,Season 61500
13,-1,VFL Bern,24,6,5,13,21,33,-12,23,Season 61500
14,1,VFL Vienna,24,7,2,15,18,37,-19,23,Season 61500
15,0,VFL Ankara,24,4,6,14,22,44,-22,18,Season 61500
16,0,VFL Edinburgh,24,5,3,16,21,45,-24,18,Season 61500
1,0,VFL Madrid,25,14,7,4,54,21,33,49,Season 61500
2,0,VFL Rome,25,14,5,6,40,25,15,47,Season 61500
3,0,VFL Oslo,25,14,4,7,48,25,23,46,Season 61500
4,0,VFL Amsterdam,25,13,5,7,31,21,10,44,Season 61500
5,0,VFL Lisbon,25,12,8,5,34,25,9,44,Season 61500
6,0,VFL Berlin,25,11,6,8,39,27,12,39,Season 61500
7,0,VFL Athens,25,12,3,10,35,35,0,39,Season 61500
8,-1,VFL London,25,11,5,9,32,28,4,38,Season 61500
9,1,VFL Brussels,25,11,5,9,26,34,-8,38,Season 61500
10,0,VFL Stockholm,25,10,3,12,29,34,-5,33,Season 61500
11,0,VFL Paris,25,7,8,10,31,42,-11,29,Season 61500
12,-1,VFL Vienna,25,8,2,15,19,37,-18,26,Season 61500
13,1,VFL Copenhagen,25,5,9,11,20,25,-5,24,Season 61500
14,1,VFL Bern,25,6,5,14,22,35,-13,23,Season 61500
15,-1,VFL Edinburgh,25,6,3,16,23,46,-23,21,Season 61500
16,1,VFL Ankara,25,4,6,15,23,46,-23,18,Season 61500
1,0,VFL Madrid,26,15,7,4,57,21,36,52,Season 61500
2,-1,VFL Oslo,26,14,5,7,48,25,23,47,Season 61500
3,1,VFL Rome,26,14,5,7,42,28,14,47,Season 61500
4,0,VFL Amsterdam,26,14,5,7,34,21,13,47,Season 61500
5,0,VFL Lisbon,26,13,8,5,35,25,10,47,Season 61500
6,0,VFL Berlin,26,12,6,8,41,27,14,42,Season 61500
7,0,VFL Athens,26,12,4,10,36,36,0,40,Season 61500
8,-1,VFL Brussels,26,11,6,9,27,35,-8,39,Season 61500
9,1,VFL London,26,11,5,10,32,29,3,38,Season 61500
10,0,VFL Stockholm,26,10,3,13,29,35,-6,33,Season 61500
11,0,VFL Paris,26,7,8,11,31,44,-13,29,Season 61500
12,0,VFL Vienna,26,8,2,16,19,40,-21,26,Season 61500
13,0,VFL Copenhagen,26,5,10,11,20,25,-5,25,Season 61500
14,-1,VFL Edinburgh,26,7,3,16,24,46,-22,24,Season 61500
15,1,VFL Bern,26,6,5,15,22,38,-16,23,Season 61500
16,0,VFL Ankara,26,5,6,15,26,48,-22,21,Season 61500
1,0,VFL Madrid,27,16,7,4,61,21,40,55,Season 61500
2,-1,VFL Rome,27,15,5,7,45,28,17,50,Season 61500
3,-1,VFL Amsterdam,27,15,5,7,37,22,15,50,Season 61500
4,1,VFL Oslo,27,14,5,8,49,28,21,47,Season 61500
5,0,VFL Lisbon,27,13,8,6,36,27,9,47,Season 61500
6,0,VFL Berlin,27,13,6,8,42,27,15,45,Season 61500
7,-1,VFL Brussels,27,12,6,9,29,36,-7,42,Season 61500
8,1,VFL Athens,27,12,5,10,37,37,0,41,Season 61500
9,0,VFL London,27,11,6,10,33,30,3,39,Season 61500
10,0,VFL Stockholm,27,10,3,14,29,38,-9,33,Season 61500
11,0,VFL Paris,27,8,8,11,33,45,-12,32,Season 61500
12,-1,VFL Copenhagen,27,5,11,11,21,26,-5,26,Season 61500
13,1,VFL Vienna,27,8,2,17,19,44,-25,26,Season 61500
14,0,VFL Edinburgh,27,7,4,16,25,47,-22,25,Season 61500
15,0,VFL Bern,27,6,5,16,22,39,-17,23,Season 61500
16,0,VFL Ankara,27,5,6,16,27,50,-23,21,Season 61500
1,0,VFL Madrid,28,17,7,4,63,22,41,58,Season 61500
2,0,VFL Rome,28,16,5,7,46,28,18,53,Season 61500
3,0,VFL Amsterdam,28,16,5,7,39,23,16,53,Season 61500
4,-1,VFL Lisbon,28,14,8,6,37,27,10,50,Season 61500
5,1,VFL Oslo,28,14,5,9,50,30,20,47,Season 61500
6,0,VFL Berlin,28,13,7,8,42,27,15,46,Season 61500
7,0,VFL Brussels,28,13,6,9,32,36,-4,45,Season 61500
8,-1,VFL London,28,12,6,10,36,30,6,42,Season 61500
9,1,VFL Athens,28,12,6,10,38,38,0,42,Season 61500
10,0,VFL Stockholm,28,10,3,15,29,41,-12,33,Season 61500
11,0,VFL Paris,28,8,8,12,33,48,-15,32,Season 61500
12,-1,VFL Vienna,28,8,3,17,19,44,-25,27,Season 61500
13,1,VFL Copenhagen,28,5,11,12,21,27,-6,26,Season 61500
14,0,VFL Edinburgh,28,7,4,17,26,49,-23,25,Season 61500
15,0,VFL Bern,28,6,5,17,22,40,-18,23,Season 61500
16,0,VFL Ankara,28,5,7,16,28,51,-23,22,Season 61500
1,0,VFL Madrid,29,18,7,4,65,22,43,61,Season 61500
2,-1,VFL Amsterdam,29,17,5,7,41,24,17,56,Season 61500
3,1,VFL Rome,29,16,5,8,47,30,17,53,Season 61500
4,0,VFL Lisbon,29,15,8,6,39,27,12,53,Season 61500
5,-1,VFL Berlin,29,14,7,8,44,28,16,49,Season 61500
6,-1,VFL Brussels,29,14,6,9,34,36,-2,48,Season 61500
7,1,VFL Oslo,29,14,5,10,51,32,19,47,Season 61500
8,0,VFL London,29,13,6,10,40,30,10,45,Season 61500
9,0,VFL Athens,29,12,6,11,39,41,-2,42,Season 61500
10,-1,VFL Paris,29,9,8,12,36,49,-13,35,Season 61500
11,1,VFL Stockholm,29,10,3,16,31,44,-13,33,Season 61500
12,0,VFL Vienna,29,8,3,18,19,46,-27,27,Season 61500
13,0,VFL Copenhagen,29,5,11,13,21,29,-8,26,Season 61500
14,-1,VFL Ankara,29,6,7,16,31,53,-22,25,Season 61500
15,1,VFL Edinburgh,29,7,4,18,26,51,-25,25,Season 61500
16,1,VFL Bern,29,6,5,18,22,44,-22,23,Season 61500
1,0,VFL Madrid,30,18,7,5,66,26,40,61,Season 61500
2,0,VFL Amsterdam,30,17,6,7,41,24,17,57,Season 61500
3,0,VFL Rome,30,17,5,8,51,31,20,56,Season 61500
4,0,VFL Lisbon,30,16,8,6,41,27,14,56,Season 61500
5,0,VFL Berlin,30,15,7,8,47,28,19,52,Season 61500
6,0,VFL Brussels,30,14,7,9,34,36,-2,49,Season 61500
7,0,VFL Oslo,30,14,5,11,51,34,17,47,Season 61500
8,0,VFL London,30,13,7,10,42,32,10,46,Season 61500
9,0,VFL Athens,30,12,6,12,39,42,-3,42,Season 61500
10,-1,VFL Stockholm,30,11,3,16,32,44,-12,36,Season 61500
11,1,VFL Paris,30,9,8,13,37,53,-16,35,Season 61500
12,-1,VFL Copenhagen,30,6,11,13,22,29,-7,29,Season 61500
13,1,VFL Vienna,30,8,4,18,21,48,-27,28,Season 61500
14,-1,VFL Bern,30,7,5,18,26,45,-19,26,Season 61500
15,1,VFL Ankara,30,6,7,17,31,54,-23,25,Season 61500
16,1,VFL Edinburgh,30,7,4,19,26,54,-28,25,Season 61500
1,0,VFL Stockholm,1,1,0,0,4,2,2,3,Season 61499
2,0,VFL Rome,1,1,0,0,3,1,2,3,Season 61499
3,0,VFL Lisbon,1,1,0,0,2,0,2,3,Season 61499
3,0,VFL London,1,1,0,0,2,0,2,3,Season 61499
5,0,VFL Oslo,1,1,0,0,2,1,1,3,Season 61499
6,0,VFL Madrid,1,1,0,0,1,0,1,3,Season 61499
6,0,VFL Brussels,1,1,0,0,1,0,1,3,Season 61499
8,0,VFL Amsterdam,1,0,1,0,1,1,0,1,Season 61499
8,0,VFL Paris,1,0,1,0,1,1,0,1,Season 61499
10,0,VFL Vienna,1,0,0,1,1,2,-1,0,Season 61499
11,0,VFL Berlin,1,0,0,1,0,1,-1,0,Season 61499
